member_id,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
963,35,Male,Annual,Strength Training,80,765,09:32,Absent
964,21,Other,Monthly,Yoga,68,370,13:27,Absent
965,27,Female,Quarterly,Yoga,37,321,14:58,Absent
966,37,Other,Annual,CrossFit,85,629,13:49,Absent
967,29,Other,Quarterly,HIIT,96,628,19:32,Present
968,26,Female,Monthly,Cardio,37,365,18:38,Absent
969,65,Male,Quarterly,HIIT,68,540,07:44,Present
970,51,Male,Annual,CrossFit,81,490,09:46,Absent
971,49,Female,Quarterly,Yoga,119,852,10:44,Absent
972,49,Male,Annual,Yoga,65,640,21:35,Absent
973,63,Other,Quarterly,CrossFit,24,206,17:29,Absent
974,58,Female,Annual,Cardio,76,435,15:27,Present
975,34,Other,Monthly,Strength Training,102,535,08:00,Absent
976,34,Female,Quarterly,HIIT,100,830,12:24,Absent
977,38,Other,Monthly,HIIT,87,525,11:04,Present
978,38,Other,Monthly,Strength Training,58,340,18:41,Present
979,41,Male,Quarterly,CrossFit,33,310,08:51,Present
980,41,Male,Annual,Strength Training,61,450,21:29,Absent
981,22,Male,Quarterly,Strength Training,23,195,07:57,Absent
982,64,Female,Annual,Cardio,30,198,21:16,Present
983,30,Female,Annual,Strength Training,85,589,19:14,Absent
984,31,Male,Monthly,CrossFit,89,459,17:15,Absent
985,47,Female,Annual,Strength Training,57,503,08:40,Absent
986,32,Other,Quarterly,Cardio,67,601,06:24,Absent
987,28,Other,Monthly,Yoga,27,167,18:12,Absent
988,31,Female,Monthly,Yoga,58,392,10:36,Absent
989,52,Female,Monthly,Strength Training,50,383,07:27,Absent
990,26,Other,Quarterly,CrossFit,62,542,14:25,Present
991,60,Other,Annual,HIIT,73,665,08:01,Present
992,59,Male,Quarterly,Strength Training,66,486,11:04,Present
993,35,Male,Annual,Cardio,104,715,16:35,Absent
994,42,Male,Annual,Yoga,88,700,21:46,Absent
995,58,Female,Monthly,Cardio,111,645,16:55,Absent
996,65,Female,Annual,Yoga,63,375,10:05,Absent
997,41,Other,Quarterly,Yoga,110,995,17:19,Present
998,57,Female,Quarterly,HIIT,92,642,11:13,Present
999,48,Other,Monthly,HIIT,114,825,17:33,Absent
1000,62,Other,Annual,CrossFit,111,591,15:30,Present
1001,50,Other,Annual,Cardio,59,321,07:07,Absent
1002,32,Female,Annual,HIIT,30,152,21:34,Absent
1003,31,Other,Monthly,HIIT,36,263,11:38,Absent
1004,28,Female,Quarterly,HIIT,108,790,16:29,Present
1005,25,Female,Quarterly,Yoga,114,961,14:34,Absent
1006,18,Female,Quarterly,HIIT,37,327,07:03,Absent
1007,41,Female,Quarterly,Cardio,42,415,16:18,Absent
1008,20,Other,Annual,Strength Training,56,540,08:36,Present
1009,43,Male,Monthly,HIIT,108,834,21:40,Absent
1010,56,Other,Monthly,Cardio,22,110,22:59,Absent
1011,62,Female,Quarterly,Strength Training,75,658,09:09,Present
1012,49,Other,Quarterly,Yoga,35,294,08:12,Absent
1013,30,Male,Annual,Cardio,55,320,12:35,Absent
1014,36,Female,Quarterly,Cardio,94,891,07:21,Present
1015,44,Male,Quarterly,Cardio,54,379,05:20,Absent
1016,64,Male,Monthly,Cardio,99,645,16:31,Present
1017,29,Female,Annual,CrossFit,34,205,16:55,Present
1018,65,Female,Annual,Cardio,115,790,05:13,Present
1019,38,Male,Annual,CrossFit,116,1048,19:22,Absent
1020,60,Female,Annual,Yoga,50,329,10:24,Present
1021,46,Other,Annual,Cardio,47,370,22:22,Present
1022,63,Other,Annual,HIIT,65,509,11:00,Absent
1023,59,Male,Monthly,CrossFit,94,721,16:09,Absent
1024,60,Male,Monthly,Cardio,77,645,16:54,Absent
1025,60,Other,Quarterly,HIIT,57,472,13:05,Absent
1026,24,Other,Quarterly,Strength Training,104,525,13:10,Present
1027,29,Male,Quarterly,HIIT,29,186,21:53,Present
1028,28,Male,Annual,Cardio,77,448,20:28,Present
1029,64,Other,Monthly,Yoga,78,425,06:49,Present
1030,27,Female,Annual,Strength Training,113,1008,08:48,Present
1031,28,Female,Monthly,Strength Training,86,589,09:23,Present
1032,27,Female,Monthly,HIIT,116,684,09:52,Present
1033,45,Other,Annual,HIIT,91,866,22:11,Present
1034,20,Other,Quarterly,CrossFit,75,466,13:00,Present
1035,20,Other,Monthly,HIIT,90,713,18:10,Present
1036,44,Other,Quarterly,Strength Training,104,583,16:51,Absent
1037,51,Other,Quarterly,CrossFit,51,315,06:22,Absent
1038,29,Other,Annual,HIIT,48,375,11:49,Present
1039,19,Male,Monthly,CrossFit,88,445,21:51,Absent
1040,62,Female,Annual,Cardio,71,605,13:43,Absent
1041,60,Other,Annual,Cardio,49,395,22:26,Present
1042,27,Other,Monthly,Yoga,62,329,16:31,Present
1043,28,Female,Annual,Yoga,72,687,14:35,Absent
1044,54,Female,Annual,HIIT,28,265,13:19,Present
1045,41,Other,Annual,Cardio,83,715,21:23,Present
1046,42,Other,Quarterly,Strength Training,23,188,16:19,Absent
1047,39,Other,Annual,Cardio,68,562,20:42,Present
1048,26,Female,Annual,Strength Training,38,236,12:16,Present
1049,60,Female,Quarterly,Strength Training,64,616,08:55,Absent
1050,60,Female,Monthly,HIIT,20,191,19:16,Absent
1051,50,Other,Annual,Strength Training,63,515,17:34,Absent
1052,27,Male,Quarterly,Strength Training,105,697,13:05,Absent
1053,29,Male,Quarterly,Strength Training,38,218,06:10,Present
1054,52,Other,Quarterly,Strength Training,115,667,13:06,Present
1055,22,Other,Monthly,Yoga,55,508,15:36,Absent
1056,18,Other,Monthly,Strength Training,74,637,09:14,Absent
1057,42,Male,Annual,Yoga,28,159,12:24,Absent
1058,26,Female,Monthly,HIIT,44,431,08:30,Absent
1059,22,Female,Quarterly,Cardio,95,883,19:57,Present
1060,45,Female,Quarterly,CrossFit,55,451,20:50,Present
1061,19,Male,Monthly,CrossFit,50,345,12:24,Present
1062,38,Female,Quarterly,CrossFit,35,333,05:10,Absent
1063,64,Female,Annual,Cardio,22,115,05:25,Absent
1064,37,Male,Monthly,Cardio,81,479,12:14,Present
1065,60,Female,Quarterly,Cardio,41,268,13:06,Absent
1066,37,Male,Annual,Yoga,27,140,10:32,Present
1067,43,Other,Annual,Yoga,31,293,05:22,Present
1068,56,Female,Quarterly,Yoga,47,342,19:27,Absent
1069,64,Female,Annual,HIIT,78,513,16:42,Absent
1070,25,Other,Monthly,CrossFit,35,337,08:47,Absent
1071,43,Female,Monthly,CrossFit,24,182,08:54,Absent
1072,18,Other,Monthly,Strength Training,75,690,18:09,Absent
1073,43,Female,Monthly,HIIT,73,435,13:16,Present
1074,36,Female,Monthly,Strength Training,50,348,21:08,Present
1075,38,Male,Monthly,Strength Training,20,143,11:45,Present
1076,61,Other,Quarterly,CrossFit,37,196,07:27,Absent
1077,59,Female,Monthly,Yoga,117,659,20:54,Absent
1078,49,Male,Quarterly,CrossFit,44,351,22:35,Absent
1079,58,Male,Quarterly,CrossFit,20,110,18:30,Absent
1080,48,Other,Quarterly,Strength Training,78,542,17:40,Absent
1081,61,Other,Quarterly,Yoga,116,763,13:30,Absent
1082,48,Other,Quarterly,Strength Training,109,756,17:38,Absent
1083,20,Other,Annual,Strength Training,56,294,10:02,Present
1084,28,Other,Annual,Yoga,74,672,09:07,Absent
1085,59,Other,Quarterly,HIIT,74,391,21:29,Absent
1086,36,Female,Quarterly,CrossFit,106,661,10:34,Absent
1087,56,Male,Annual,CrossFit,113,1039,06:15,Absent
1088,43,Other,Quarterly,Cardio,92,534,17:03,Present
1089,41,Other,Quarterly,HIIT,27,228,15:26,Present
1090,41,Other,Annual,Strength Training,37,190,22:03,Present
1091,19,Female,Monthly,HIIT,114,1042,05:47,Present
1092,52,Other,Monthly,HIIT,119,867,15:37,Absent
1093,55,Female,Annual,Strength Training,31,242,12:51,Present
1094,65,Other,Quarterly,Cardio,34,253,17:03,Absent
1095,52,Other,Annual,Strength Training,94,891,12:22,Present
1096,39,Female,Quarterly,Strength Training,39,268,10:32,Absent
1097,47,Male,Monthly,Strength Training,65,353,06:27,Absent
1098,48,Male,Quarterly,Yoga,118,901,05:16,Absent
1099,59,Female,Quarterly,Strength Training,93,630,09:28,Present
1100,45,Other,Annual,Strength Training,103,563,10:34,Absent
1101,49,Female,Annual,Cardio,119,1121,20:16,Absent
1102,53,Male,Monthly,Cardio,22,168,08:49,Absent
1103,23,Female,Monthly,Strength Training,32,239,16:48,Absent
1104,62,Female,Monthly,Cardio,74,469,12:46,Present
1105,33,Female,Quarterly,CrossFit,80,582,22:15,Absent
1106,50,Female,Quarterly,HIIT,27,192,12:14,Absent
1107,42,Female,Quarterly,HIIT,65,461,08:18,Present
1108,41,Female,Annual,Cardio,114,594,22:15,Present
1109,32,Other,Quarterly,Strength Training,53,422,21:51,Present
1110,62,Female,Annual,HIIT,53,438,09:37,Absent
1111,21,Female,Quarterly,HIIT,37,204,14:37,Present
1112,56,Male,Quarterly,Cardio,71,412,09:24,Absent
1113,51,Female,Annual,HIIT,32,319,16:39,Present
1114,20,Male,Quarterly,Cardio,40,237,19:41,Present
1115,58,Female,Annual,HIIT,30,282,20:12,Present
1116,64,Male,Monthly,HIIT,79,482,10:19,Present
1117,43,Female,Annual,Strength Training,43,392,14:49,Present
1118,58,Female,Annual,Cardio,39,242,05:29,Absent
1119,23,Other,Annual,CrossFit,87,867,21:02,Present
1120,43,Male,Monthly,Strength Training,72,624,06:29,Present
1121,25,Male,Annual,Yoga,83,681,16:18,Present
1122,37,Male,Monthly,HIIT,79,554,11:28,Present
1123,22,Female,Quarterly,Yoga,68,420,06:27,Present
1124,58,Female,Monthly,Cardio,119,644,14:13,Absent
1125,42,Female,Monthly,Strength Training,105,1023,05:58,Present
1126,20,Male,Quarterly,CrossFit,95,743,12:36,Present
1127,34,Female,Annual,CrossFit,65,575,17:35,Present
1128,46,Other,Annual,CrossFit,44,394,12:37,Absent
1129,41,Male,Annual,Cardio,93,664,05:04,Present
1130,27,Other,Monthly,Yoga,85,838,09:34,Absent
1131,30,Male,Quarterly,Yoga,76,456,21:38,Absent
1132,19,Other,Quarterly,Yoga,97,925,14:23,Absent
1133,64,Female,Quarterly,CrossFit,40,363,16:42,Present
1134,29,Female,Annual,Cardio,102,938,12:11,Present
1135,47,Other,Quarterly,CrossFit,70,577,17:35,Absent
1136,22,Other,Annual,Yoga,65,474,12:10,Absent
1137,40,Other,Annual,Yoga,75,679,16:25,Present
1138,51,Male,Annual,Cardio,100,905,19:29,Present
1139,60,Female,Annual,Cardio,26,158,09:28,Absent
1140,64,Female,Quarterly,Yoga,55,491,05:21,Absent
1141,36,Female,Quarterly,HIIT,64,586,06:32,Absent
1142,38,Male,Quarterly,Cardio,46,343,16:05,Absent
1143,27,Other,Monthly,HIIT,96,513,20:12,Absent
1144,48,Other,Monthly,Yoga,70,474,12:47,Absent
1145,39,Male,Monthly,Cardio,38,323,17:42,Present
1146,57,Female,Quarterly,Strength Training,106,622,14:53,Present
1147,27,Male,Monthly,Strength Training,42,281,05:33,Present
1148,51,Other,Monthly,Cardio,73,671,19:20,Absent
1149,34,Female,Annual,Strength Training,56,533,16:30,Absent
1150,45,Male,Quarterly,HIIT,65,332,14:34,Absent
1151,49,Other,Monthly,Strength Training,64,435,21:57,Absent
1152,47,Male,Annual,Yoga,82,416,18:50,Present
1153,64,Female,Monthly,Cardio,61,443,06:34,Present
1154,51,Male,Quarterly,Yoga,21,105,17:13,Absent
1155,25,Other,Annual,Yoga,78,390,18:05,Present
1156,36,Female,Annual,Strength Training,117,911,11:06,Present
1157,45,Male,Quarterly,CrossFit,53,408,13:48,Present
1158,25,Other,Annual,Strength Training,52,508,05:55,Present
1159,62,Female,Monthly,Yoga,84,542,16:45,Present
1160,44,Other,Quarterly,Cardio,60,554,09:37,Present
1161,54,Female,Quarterly,Cardio,20,118,22:39,Absent
1162,28,Female,Quarterly,Yoga,55,278,08:52,Absent
1163,53,Male,Monthly,Strength Training,59,565,07:35,Present
1164,43,Female,Annual,Cardio,102,714,21:23,Absent
1165,23,Female,Quarterly,HIIT,51,266,19:04,Absent
1166,18,Other,Quarterly,Strength Training,92,693,09:46,Absent
1167,23,Female,Monthly,Cardio,64,557,11:37,Present
1168,33,Female,Monthly,CrossFit,63,410,08:42,Absent
1169,37,Male,Annual,HIIT,83,746,16:37,Present
1170,18,Other,Monthly,Cardio,32,188,11:10,Absent
1171,33,Female,Monthly,HIIT,53,306,22:19,Absent
1172,33,Female,Annual,Yoga,20,144,14:38,Absent
1173,43,Male,Quarterly,CrossFit,89,844,17:33,Present
1174,54,Male,Quarterly,Strength Training,76,382,22:37,Present
1175,33,Male,Quarterly,Cardio,73,578,05:57,Absent
1176,36,Male,Annual,Cardio,20,198,09:41,Present
1177,51,Female,Quarterly,Strength Training,87,702,14:02,Present
1178,27,Male,Monthly,Strength Training,79,719,08:51,Absent
1179,39,Male,Annual,Cardio,101,852,16:55,Present
1180,55,Male,Monthly,HIIT,21,189,09:00,Present
1181,55,Male,Monthly,HIIT,114,887,22:10,Absent
1182,60,Male,Annual,Strength Training,94,626,05:21,Absent
1183,26,Female,Monthly,CrossFit,84,706,18:54,Present
1184,36,Female,Annual,Yoga,110,918,21:18,Present
1185,33,Other,Annual,Cardio,54,361,16:46,Absent
1186,65,Male,Monthly,Yoga,87,592,16:11,Present
1187,34,Female,Quarterly,Strength Training,78,434,09:18,Absent
1188,63,Female,Quarterly,Cardio,39,383,19:05,Absent
1189,30,Male,Monthly,HIIT,107,873,17:54,Present
1190,42,Male,Monthly,HIIT,33,213,22:39,Present
1191,63,Male,Annual,Yoga,81,626,16:34,Absent
1192,63,Other,Annual,Yoga,103,800,18:24,Absent
1193,41,Other,Quarterly,Yoga,68,574,13:59,Absent
1194,55,Other,Monthly,Yoga,20,102,21:03,Absent
1195,30,Other,Annual,Strength Training,87,704,05:29,Present
1196,31,Other,Quarterly,Strength Training,58,500,12:49,Present
1197,24,Other,Quarterly,Strength Training,77,749,19:32,Absent
1198,20,Other,Quarterly,Strength Training,75,697,05:00,Absent
1199,48,Other,Quarterly,HIIT,74,709,08:51,Absent
1200,48,Male,Annual,CrossFit,98,616,12:19,Absent
1201,41,Other,Monthly,HIIT,99,501,16:50,Absent
1202,33,Male,Quarterly,CrossFit,27,164,15:52,Absent
1203,55,Male,Quarterly,HIIT,30,264,22:09,Absent
1204,18,Male,Annual,Strength Training,50,488,12:44,Present
1205,42,Female,Quarterly,HIIT,42,294,20:13,Present
1206,59,Male,Annual,Strength Training,63,477,08:24,Absent
1207,21,Male,Quarterly,HIIT,38,323,10:07,Absent
1208,34,Female,Quarterly,CrossFit,116,603,13:35,Present
1209,29,Other,Quarterly,Strength Training,64,384,13:05,Present
1210,36,Female,Quarterly,CrossFit,77,751,22:18,Absent
1211,49,Male,Annual,Yoga,97,868,17:41,Absent
1212,46,Other,Monthly,Strength Training,69,498,11:13,Absent
1213,25,Other,Annual,HIIT,97,833,16:34,Absent
1214,18,Female,Monthly,Yoga,87,562,14:54,Present
1215,28,Male,Annual,Yoga,85,561,17:30,Present
1216,26,Female,Quarterly,Strength Training,73,397,05:36,Present
1217,34,Male,Quarterly,Yoga,100,916,13:13,Absent
1218,34,Female,Quarterly,HIIT,28,142,16:01,Absent
1219,44,Other,Quarterly,HIIT,36,305,16:27,Absent
1220,18,Female,Annual,CrossFit,25,176,08:16,Present
1221,61,Male,Monthly,Yoga,48,247,16:45,Absent
1222,50,Female,Annual,Yoga,34,183,17:05,Absent
1223,51,Male,Quarterly,Yoga,41,249,18:02,Absent
1224,27,Male,Quarterly,Yoga,42,341,06:15,Present
1225,58,Female,Monthly,Yoga,118,1000,15:02,Present
1226,18,Other,Quarterly,Cardio,108,886,10:25,Present
1227,33,Female,Annual,HIIT,47,380,08:56,Absent
1228,33,Female,Monthly,CrossFit,58,479,05:56,Present
1229,29,Female,Annual,Strength Training,91,579,19:47,Present
1230,18,Female,Quarterly,CrossFit,66,434,11:46,Absent
1231,57,Other,Monthly,Strength Training,88,710,12:40,Absent
1232,58,Female,Quarterly,HIIT,112,611,15:26,Present
1233,55,Male,Quarterly,Yoga,65,490,13:22,Absent
1234,60,Other,Monthly,Yoga,88,771,22:35,Absent
1235,44,Female,Annual,Cardio,48,350,21:52,Present
1236,29,Other,Quarterly,CrossFit,66,463,14:33,Present
1237,65,Other,Monthly,Yoga,111,1104,09:29,Present
1238,59,Other,Annual,Cardio,46,379,07:22,Present
1239,18,Male,Quarterly,Strength Training,74,736,08:10,Absent
1240,56,Other,Monthly,Yoga,74,718,09:19,Present
1241,21,Male,Monthly,Cardio,63,525,10:04,Absent
1242,63,Female,Monthly,Cardio,55,428,09:06,Present
1243,47,Female,Quarterly,Cardio,114,996,21:18,Absent
1244,57,Male,Monthly,CrossFit,114,962,21:43,Absent
1245,62,Male,Annual,Strength Training,103,628,20:17,Present
1246,45,Female,Annual,CrossFit,51,378,20:59,Absent
1247,23,Other,Monthly,Strength Training,115,739,21:10,Present
1248,52,Female,Monthly,HIIT,94,564,07:58,Present
1249,62,Female,Annual,Cardio,66,391,05:43,Present
1250,40,Female,Quarterly,HIIT,117,1072,16:42,Absent
1251,46,Other,Quarterly,CrossFit,53,377,05:00,Present
1252,44,Male,Annual,HIIT,87,788,18:50,Absent
1253,22,Other,Quarterly,Yoga,49,345,06:23,Present
1254,33,Other,Quarterly,Yoga,71,494,07:49,Present
1255,24,Male,Monthly,Strength Training,85,688,16:44,Present
1256,24,Male,Monthly,Cardio,61,396,22:16,Absent
1257,40,Male,Annual,HIIT,92,481,06:38,Absent
1258,60,Male,Quarterly,HIIT,97,845,14:04,Absent
1259,38,Male,Quarterly,CrossFit,88,498,19:58,Absent
1260,54,Female,Annual,Yoga,39,333,16:59,Present
1261,40,Female,Quarterly,HIIT,48,379,13:02,Absent
1262,24,Other,Annual,HIIT,30,226,10:36,Absent
1263,33,Female,Annual,Cardio,26,257,08:23,Absent
1264,60,Other,Annual,Cardio,93,774,11:47,Absent
1265,22,Female,Annual,Strength Training,29,168,22:45,Present
1266,55,Other,Monthly,Strength Training,76,385,06:14,Absent
1267,44,Female,Quarterly,Cardio,70,575,14:11,Absent
1268,51,Female,Annual,Yoga,68,627,15:34,Absent
1269,62,Other,Annual,Strength Training,58,463,15:49,Present
1270,23,Female,Monthly,Cardio,94,553,07:10,Present
1271,44,Female,Quarterly,Strength Training,119,663,08:29,Absent
1272,37,Male,Monthly,CrossFit,29,177,07:55,Present
1273,41,Male,Monthly,HIIT,26,241,12:45,Present
1274,58,Other,Monthly,Strength Training,78,593,06:46,Absent
1275,51,Male,Monthly,HIIT,47,457,13:47,Present
1276,51,Other,Annual,Cardio,32,211,19:17,Absent
1277,48,Male,Annual,Cardio,104,721,10:26,Absent
1278,61,Female,Annual,Cardio,119,1035,07:59,Present
1279,21,Other,Annual,Cardio,94,882,22:36,Present
1280,37,Other,Monthly,Strength Training,57,331,07:59,Present
1281,54,Male,Annual,CrossFit,24,130,12:20,Present
1282,43,Other,Monthly,CrossFit,89,864,13:17,Absent
1283,47,Female,Annual,Yoga,70,360,09:04,Present
1284,33,Other,Annual,Cardio,90,654,08:13,Present
1285,53,Other,Annual,Strength Training,70,494,18:35,Present
1286,57,Female,Annual,HIIT,90,484,18:14,Present
1287,53,Male,Annual,Yoga,102,674,17:19,Absent
1288,27,Other,Annual,CrossFit,32,251,05:28,Present
1289,38,Male,Monthly,Yoga,108,997,05:30,Present
1290,61,Female,Quarterly,Strength Training,38,281,06:03,Present
1291,32,Female,Annual,HIIT,20,133,08:04,Present
1292,60,Male,Quarterly,CrossFit,31,230,14:04,Absent
1293,29,Female,Annual,CrossFit,116,707,13:27,Absent
1294,32,Other,Monthly,HIIT,43,425,14:05,Absent
1295,50,Female,Quarterly,Cardio,51,465,14:05,Absent
1296,33,Male,Monthly,Strength Training,119,1007,13:28,Present
1297,57,Male,Monthly,Strength Training,36,244,06:39,Present
1298,45,Female,Monthly,HIIT,53,340,20:37,Absent
1299,36,Female,Monthly,Strength Training,39,267,05:14,Absent
1300,29,Other,Monthly,HIIT,63,583,09:46,Absent
1301,49,Male,Annual,Yoga,81,606,05:33,Absent
1302,63,Female,Annual,HIIT,70,498,12:06,Present
1303,34,Other,Quarterly,Cardio,119,984,10:58,Absent
1304,36,Female,Monthly,CrossFit,114,570,21:19,Absent
1305,53,Other,Annual,Yoga,73,543,05:40,Absent
1306,36,Female,Annual,HIIT,59,321,18:17,Present
1307,19,Male,Monthly,HIIT,63,494,05:12,Present
1308,30,Male,Quarterly,Strength Training,32,221,07:31,Absent
1309,63,Other,Monthly,CrossFit,45,279,22:45,Present
1310,61,Other,Annual,Cardio,83,450,15:22,Present
1311,34,Other,Annual,Strength Training,108,967,12:36,Present
1312,58,Male,Annual,HIIT,109,556,16:49,Absent
1313,56,Other,Quarterly,Yoga,65,489,19:08,Absent
1314,26,Female,Quarterly,Strength Training,56,401,08:16,Absent
1315,54,Female,Quarterly,HIIT,66,559,13:09,Absent
1316,46,Male,Monthly,HIIT,114,997,21:04,Absent
1317,61,Other,Quarterly,Strength Training,116,730,20:17,Present
1318,65,Female,Annual,HIIT,118,736,22:58,Present
1319,24,Male,Quarterly,HIIT,95,674,08:00,Present
1320,60,Female,Annual,Cardio,25,167,16:27,Absent
1321,32,Female,Quarterly,HIIT,46,333,05:40,Present
1322,35,Other,Monthly,Yoga,26,166,17:55,Present
1323,40,Male,Annual,Strength Training,111,589,08:38,Absent
1324,63,Female,Monthly,CrossFit,96,669,13:48,Absent
1325,41,Other,Annual,Yoga,98,979,05:46,Present
1326,19,Female,Monthly,Cardio,33,329,17:34,Absent
1327,58,Other,Quarterly,CrossFit,43,226,14:11,Absent
1328,56,Female,Monthly,CrossFit,74,414,14:26,Absent
1329,50,Male,Monthly,HIIT,48,410,20:15,Present
1330,60,Female,Monthly,CrossFit,42,390,20:40,Present
1331,61,Other,Annual,Cardio,77,732,12:43,Present
1332,18,Female,Annual,Strength Training,47,264,18:32,Absent
1333,60,Female,Monthly,CrossFit,49,313,12:40,Absent
1334,43,Male,Quarterly,Strength Training,20,127,14:28,Present
1335,51,Female,Quarterly,Yoga,77,515,19:52,Present
1336,33,Female,Quarterly,CrossFit,115,1133,07:16,Present
1337,31,Other,Quarterly,Strength Training,41,276,22:26,Absent
1338,18,Male,Quarterly,HIIT,72,366,11:22,Absent
1339,29,Male,Quarterly,CrossFit,26,201,17:57,Absent
1340,32,Female,Quarterly,Strength Training,39,308,11:18,Absent
1341,32,Other,Quarterly,CrossFit,94,910,12:08,Present
1342,34,Male,Monthly,Strength Training,88,811,20:46,Absent
1343,35,Male,Annual,Cardio,115,582,05:22,Absent
1344,31,Male,Quarterly,CrossFit,49,485,14:04,Absent
1345,40,Female,Quarterly,HIIT,102,833,10:50,Absent
1346,32,Female,Annual,HIIT,37,317,19:31,Present
1347,23,Other,Annual,Yoga,93,837,05:59,Absent
1348,31,Female,Monthly,Strength Training,97,882,18:38,Absent
1349,60,Female,Quarterly,CrossFit,90,887,06:05,Present
1350,65,Male,Quarterly,Yoga,62,418,16:24,Present
1351,49,Other,Monthly,Cardio,103,606,12:01,Absent
1352,57,Other,Annual,Yoga,91,892,08:21,Present
1353,37,Male,Annual,Yoga,82,437,18:00,Present
1354,34,Other,Annual,Yoga,71,490,14:33,Absent
1355,43,Other,Monthly,Yoga,118,900,06:01,Absent
1356,33,Female,Annual,Strength Training,51,351,12:27,Absent
1357,41,Other,Quarterly,Cardio,59,549,19:24,Present
1358,40,Other,Quarterly,Cardio,39,287,08:59,Present
1359,61,Other,Annual,Yoga,44,359,16:21,Present
1360,18,Male,Monthly,CrossFit,80,406,10:33,Present
1361,35,Male,Monthly,HIIT,83,604,21:15,Present
1362,52,Male,Quarterly,Cardio,68,670,07:55,Absent
1363,64,Female,Annual,Yoga,109,787,15:52,Present
1364,31,Other,Monthly,Cardio,24,132,07:05,Present
1365,21,Male,Annual,HIIT,75,509,09:11,Absent
1366,45,Male,Annual,Yoga,79,705,15:09,Absent
1367,31,Male,Annual,CrossFit,48,453,06:49,Absent
1368,54,Male,Annual,CrossFit,88,870,12:51,Present
1369,47,Male,Monthly,Strength Training,84,808,22:46,Absent
1370,47,Female,Monthly,Strength Training,110,651,11:53,Present
1371,54,Other,Monthly,HIIT,91,455,20:39,Present
1372,42,Male,Monthly,Strength Training,35,228,12:25,Present
1373,50,Female,Annual,Strength Training,51,350,09:53,Absent
1374,28,Other,Annual,CrossFit,51,313,18:34,Present
1375,42,Other,Quarterly,HIIT,54,382,12:53,Absent
1376,45,Other,Annual,HIIT,34,229,16:14,Present
1377,24,Female,Monthly,CrossFit,21,152,08:15,Absent
1378,40,Other,Quarterly,HIIT,42,316,18:06,Present
1379,64,Male,Quarterly,Cardio,46,387,15:25,Present
1380,65,Male,Quarterly,HIIT,63,375,11:17,Present
1381,39,Female,Monthly,Cardio,31,221,10:44,Present
1382,26,Female,Monthly,Yoga,105,734,09:25,Absent
1383,53,Male,Monthly,HIIT,32,199,08:16,Absent
1384,22,Other,Annual,HIIT,79,507,07:52,Present
1385,25,Female,Monthly,HIIT,92,502,22:02,Absent
1386,54,Male,Quarterly,Strength Training,81,493,07:21,Absent
1387,46,Male,Monthly,CrossFit,99,628,07:10,Absent
1388,64,Male,Annual,HIIT,73,710,06:09,Present
1389,47,Male,Monthly,CrossFit,26,254,14:22,Absent
1390,65,Other,Annual,Cardio,58,296,20:06,Absent
1391,27,Male,Quarterly,CrossFit,33,238,14:25,Present
1392,60,Male,Annual,Strength Training,74,484,08:05,Absent
1393,34,Female,Monthly,Strength Training,99,706,22:52,Absent
1394,65,Male,Annual,HIIT,77,743,06:44,Absent
1395,40,Female,Monthly,CrossFit,89,542,21:48,Present
1396,37,Other,Quarterly,Strength Training,33,261,12:45,Absent
1397,44,Male,Annual,Cardio,24,186,18:29,Absent
1398,32,Female,Quarterly,Strength Training,102,871,08:04,Present
1399,36,Other,Monthly,Strength Training,99,824,15:12,Present
1400,18,Other,Monthly,HIIT,66,638,18:34,Absent
1401,33,Other,Quarterly,HIIT,94,870,12:40,Present
1402,57,Male,Annual,Cardio,60,515,14:33,Absent
1403,42,Male,Quarterly,CrossFit,111,622,06:57,Absent
1404,34,Other,Annual,CrossFit,112,670,11:26,Absent
1405,38,Female,Annual,Cardio,24,169,13:27,Present
1406,50,Male,Quarterly,Cardio,51,292,14:07,Absent
1407,49,Male,Monthly,Cardio,74,402,05:26,Absent
1408,54,Other,Annual,HIIT,99,922,11:37,Present
1409,36,Male,Monthly,HIIT,83,451,17:15,Present
1410,65,Female,Annual,CrossFit,73,412,14:29,Present
1411,37,Male,Monthly,Strength Training,61,546,10:44,Present
1412,49,Other,Monthly,Strength Training,111,623,19:02,Present
1413,48,Female,Monthly,Strength Training,65,491,07:18,Absent
1414,48,Male,Monthly,Cardio,119,1111,22:36,Absent
1415,23,Female,Monthly,CrossFit,60,374,16:42,Present
1416,44,Female,Annual,HIIT,65,633,21:25,Absent
1417,41,Female,Monthly,Yoga,50,272,08:26,Absent
1418,56,Male,Quarterly,CrossFit,95,725,13:57,Absent
1419,46,Other,Monthly,HIIT,91,804,05:19,Absent
1420,23,Other,Monthly,Cardio,70,638,21:18,Present
1421,39,Other,Monthly,Strength Training,83,790,09:22,Present
1422,25,Female,Monthly,Yoga,110,933,08:29,Present
1423,54,Other,Monthly,HIIT,52,405,21:22,Present
1424,28,Female,Quarterly,Cardio,83,514,13:32,Absent
1425,52,Female,Monthly,Strength Training,71,427,09:45,Absent
1426,20,Other,Annual,Yoga,85,646,06:24,Absent
1427,32,Other,Quarterly,Yoga,41,244,08:38,Present
1428,20,Other,Quarterly,Strength Training,107,1069,14:04,Absent
